# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# GO ID	Branch	Name	Genes	Children	Parents
GO:0046247	P	terpene catabolic process		GO:0051763,GO:1901540,GO:0043694,GO:0043613,GO:1901945,GO:0016121,	GO:0008300,GO:0042214,
GO:0046248	P	alpha-pinene biosynthetic process			GO:0043693,GO:0018867,
GO:0046249	P	alpha-pinene catabolic process			GO:0033074,GO:0018867,
GO:0046250	P	limonene biosynthetic process			GO:1900674,GO:0018923,GO:1901362,GO:0043693,
GO:0046251	P	limonene catabolic process			GO:1901361,GO:0043694,GO:0018923,
GO:0046252	P	toluene biosynthetic process		GO:0046253,	GO:0018970,GO:0019438,GO:1901362,
GO:0046253	P	anaerobic toluene biosynthetic process			GO:0018971,GO:0046252,
GO:0046254	P	anaerobic toluene catabolic process			GO:0042203,
GO:0046255	P	obsolete 2,4,6-trinitrotoluene biosynthetic process			
GO:0046256	P	2,4,6-trinitrotoluene catabolic process	nemA,nfsB,	GO:0046258,	GO:0018974,GO:0046260,
GO:0046257	P	obsolete anaerobic 2,4,6-trinitrotoluene biosynthetic process			
GO:0046258	P	anaerobic 2,4,6-trinitrotoluene catabolic process			GO:0046256,GO:0018975,
GO:0046259	P	obsolete trinitrotoluene biosynthetic process			
GO:0046260	P	trinitrotoluene catabolic process	nemA,nfsB,	GO:0046256,	GO:0046263,GO:0018973,
GO:0046261	P	obsolete 4-nitrotoluene biosynthetic process			
GO:0046262	P	obsolete nitrotoluene biosynthetic process			
GO:0046263	P	nitrotoluene catabolic process	nemA,nfsB,	GO:0019258,GO:0046260,	GO:0072491,GO:0019326,
GO:0046264	P	obsolete thiocyanate biosynthetic process			
GO:0046265	P	thiocyanate catabolic process			GO:0042178,GO:1901575,GO:0044282,GO:0018969,GO:0044273,
GO:0046266	P	obsolete triethanolamine biosynthetic process			
GO:0046267	P	triethanolamine catabolic process			GO:0042178,GO:1901565,GO:0018981,GO:0046174,
GO:0046268	P	obsolete toluene-4-sulfonate biosynthetic process			
GO:0046269	P	toluene-4-sulfonate catabolic process			GO:0016054,GO:0044273,GO:0018972,GO:0072491,
GO:0046270	P	obsolete 4-toluenecarboxylate biosynthetic process			
GO:0046271	P	phenylpropanoid catabolic process	mhpB,	GO:0046274,GO:0046273,GO:0042856,GO:0046281,GO:0046226,GO:0046288,GO:0046282,GO:0046280,	GO:1901361,GO:0019439,GO:0009698,
GO:0046272	P	stilbene catabolic process			GO:1901361,GO:0019439,GO:0009810,
GO:0046273	P	lignan catabolic process		GO:1902137,GO:1902123,GO:1902134,GO:1902131,GO:1902128,GO:1902125,	GO:0009806,GO:0046271,
GO:0046274	P	lignin catabolic process		GO:1901059,GO:1901065,GO:1901062,GO:1990487,	GO:0046271,GO:0009808,
GO:0046275	P	flavonoid catabolic process		GO:1901733,GO:0046284,GO:0046286,	GO:1901575,GO:0009812,
GO:0046276	P	methylgallate catabolic process			GO:0072329,GO:0019489,GO:0019614,
GO:0046277	P	methylgallate biosynthetic process			GO:0009713,GO:0019489,GO:0072330,
GO:0046278	P	3,4-dihydroxybenzoate metabolic process	aroD,	GO:0046279,GO:0019619,	GO:0032787,GO:0042537,GO:0009712,GO:0017144,
GO:0046279	P	3,4-dihydroxybenzoate biosynthetic process	aroD,		GO:0009713,GO:0046278,GO:0072330,
GO:0046280	P	chalcone catabolic process			GO:0046271,GO:0009714,GO:0042182,
GO:0046281	P	cinnamic acid catabolic process			GO:0009803,GO:0072329,GO:0046271,
GO:0046282	P	cinnamic acid ester catabolic process			GO:0046271,GO:0009801,
GO:0046283	P	anthocyanin-containing compound metabolic process		GO:0046284,GO:0009718,	GO:0009812,GO:0042440,
GO:0046284	P	anthocyanin-containing compound catabolic process			GO:0016139,GO:0046275,GO:0046283,GO:0046149,
GO:0046285	P	flavonoid phytoalexin metabolic process		GO:0009716,GO:0046286,	GO:0009812,GO:0052314,
GO:0046286	P	flavonoid phytoalexin catabolic process			GO:0046275,GO:0046285,GO:0052316,
GO:0046287	P	isoflavonoid metabolic process		GO:0046288,GO:0009717,GO:0046289,	GO:0046483,GO:0009698,
GO:0046288	P	isoflavonoid catabolic process		GO:0046290,	GO:0046287,GO:0046271,GO:0046700,
GO:0046289	P	isoflavonoid phytoalexin metabolic process		GO:0046290,GO:0009701,	GO:0046287,GO:0052314,
GO:0046290	P	isoflavonoid phytoalexin catabolic process			GO:0046288,GO:0046289,GO:0052316,
GO:0046291	P	obsolete 6-hydroxycineole biosynthetic process			
GO:0046292	P	formaldehyde metabolic process	frmA,frmB,yeiG,	GO:0019649,GO:0046294,GO:0046293,	GO:0006081,GO:0016999,GO:0044281,
GO:0046293	P	formaldehyde biosynthetic process			GO:0044283,GO:0046184,GO:0046292,GO:0017000,
GO:0046294	P	formaldehyde catabolic process	frmA,yeiG,		GO:0017001,GO:0044282,GO:0046185,GO:0046292,GO:0110095,
GO:0046295	P	glycolate biosynthetic process		GO:0036529,	GO:0072330,GO:0034309,GO:0009441,
GO:0046296	P	glycolate catabolic process	gcl,glcD,glcE,glcF,glxK,		GO:0072329,GO:0034310,GO:0042737,GO:0009441,
GO:0046297	P	obsolete 2,4-dichlorobenzoate biosynthetic process			
GO:0046298	P	2,4-dichlorobenzoate catabolic process			GO:1901361,GO:0072329,GO:0019439,GO:0018898,
GO:0046299	P	obsolete 2,4-dichlorophenoxyacetic acid biosynthetic process			
GO:0046300	P	2,4-dichlorophenoxyacetic acid catabolic process			GO:1901502,GO:0042178,GO:0018901,GO:1901361,GO:0072329,GO:0019439,GO:0009852,
GO:0046301	P	obsolete 2-chloro-N-isopropylacetanilide biosynthetic process			
GO:0046302	P	2-chloro-N-isopropylacetanilide catabolic process			GO:0042178,GO:0018889,GO:1901361,GO:0019439,GO:1901565,
GO:0046303	P	obsolete 2-nitropropane biosynthetic process			
GO:0046304	P	2-nitropropane catabolic process			GO:0042178,GO:1901575,GO:0044270,GO:0018938,
GO:0046305	P	alkanesulfonate biosynthetic process		GO:0042412,	GO:0019694,GO:0016053,GO:0044272,
GO:0046306	P	alkanesulfonate catabolic process	ssuD,ssuE,	GO:0019529,	GO:0016054,GO:0044273,GO:0019694,
GO:0046307	P	Z-phenylacetaldoxime biosynthetic process			GO:0018983,GO:1901576,
GO:0046308	P	Z-phenylacetaldoxime catabolic process			GO:1901575,GO:0018983,
GO:0046309	P	1,3-dichloro-2-propanol biosynthetic process			GO:1902653,GO:0018902,GO:0044108,
GO:0046310	P	1,3-dichloro-2-propanol catabolic process			GO:0044109,GO:0042178,GO:0018902,
GO:0046311	P	prenylcysteine biosynthetic process			GO:0042398,GO:0000097,GO:0030329,
GO:0046312	P	phosphoarginine biosynthetic process			GO:0006604,GO:0042396,GO:1901607,
GO:0046313	P	phosphoarginine catabolic process			GO:1901606,GO:0006604,GO:0042397,
GO:0046314	P	phosphocreatine biosynthetic process			GO:0042396,GO:0006603,
GO:0046315	P	phosphocreatine catabolic process			GO:0006603,GO:0042397,
GO:0046317	P	regulation of glucosylceramide biosynthetic process		GO:0046318,GO:0046319,	GO:2000303,
GO:0046318	P	negative regulation of glucosylceramide biosynthetic process			GO:1900060,GO:0046317,
GO:0046319	P	positive regulation of glucosylceramide biosynthetic process			GO:2000304,GO:0046317,
GO:0046320	P	regulation of fatty acid oxidation		GO:0031998,GO:0046321,GO:0046322,	GO:0019217,
GO:0046321	P	positive regulation of fatty acid oxidation		GO:0032000,	GO:0046320,GO:0045923,
GO:0046322	P	negative regulation of fatty acid oxidation		GO:0031999,	GO:0046320,GO:0045922,
GO:0046323	P	glucose import	malX,manX,manY,manZ,ompL,ptsG,	GO:0098708,GO:0044381,	GO:1904659,
GO:0046324	P	regulation of glucose import	sgrT,	GO:0046326,GO:0046325,GO:1900389,GO:2001273,GO:0100018,	GO:0010827,
GO:0046325	P	negative regulation of glucose import	sgrT,	GO:2001274,	GO:0010829,GO:0046324,
GO:0046326	P	positive regulation of glucose import		GO:2001275,	GO:0046324,GO:0010828,
GO:0046327	P	glycerol biosynthetic process from pyruvate			GO:0006090,GO:0006114,
GO:0046328	P	regulation of JNK cascade		GO:0046330,GO:0046329,GO:0043506,	GO:0032872,
GO:0046329	P	negative regulation of JNK cascade		GO:0043508,	GO:0046328,GO:0032873,
GO:0046330	P	positive regulation of JNK cascade		GO:0043507,	GO:0032874,GO:0046328,
GO:0046331	P	lateral inhibition			GO:0045168,
GO:0046333	P	octopamine metabolic process		GO:0006589,GO:0046334,	GO:0042133,GO:0097164,GO:0042439,GO:0018958,
GO:0046334	P	octopamine catabolic process			GO:0046333,GO:0046164,GO:0042402,GO:0042135,GO:0019336,
GO:0046335	P	ethanolamine biosynthetic process			GO:0042401,GO:1901162,GO:0034309,GO:0006580,
GO:0046336	P	ethanolamine catabolic process	eutB,		GO:0034310,GO:1901161,GO:0042402,GO:0006580,
GO:0046337	P	phosphatidylethanolamine metabolic process	psd,	GO:0006646,GO:0070292,GO:0046338,GO:0046468,	GO:0006650,
GO:0046338	P	phosphatidylethanolamine catabolic process			GO:0046337,GO:0046475,
GO:0046339	P	diacylglycerol metabolic process		GO:0036154,GO:0006651,GO:0046340,	GO:0006639,
GO:0046340	P	diacylglycerol catabolic process			GO:0046464,GO:0046339,
GO:0046341	P	CDP-diacylglycerol metabolic process	cdh,cdsA,	GO:0046342,GO:0016024,	GO:0006650,
GO:0046342	P	CDP-diacylglycerol catabolic process	cdh,		GO:0046341,GO:0046475,
GO:0046343	P	streptomycin metabolic process		GO:0019872,	GO:0030647,GO:0019751,
GO:0046344	P	ecdysteroid catabolic process		GO:0006708,	GO:0006706,GO:0045455,GO:0042447,GO:0042182,
GO:0046345	P	abscisic acid catabolic process			GO:0072329,GO:0016107,GO:0046164,GO:0043290,GO:0009687,
GO:0046346	P	mannosamine catabolic process	nanE,	GO:0006053,	GO:0046348,GO:0006050,
GO:0046347	P	mannosamine biosynthetic process		GO:0006052,	GO:0006050,GO:0046349,
GO:0046348	P	amino sugar catabolic process	agaI,frlA,frlC,murQ,nagA,nagB,nanA,nanE,nanK,ycjR,yieK,	GO:0046346,GO:0019278,GO:0097173,GO:0019262,GO:0006049,GO:0030392,GO:1901072,GO:2001314,	GO:1901136,GO:0006040,
GO:0046349	P	amino sugar biosynthetic process	agaI,arnA,glmM,glmS,glmU,nagB,yieK,	GO:2001315,GO:0046380,GO:0019277,GO:0030391,GO:0006048,GO:0018425,GO:1901073,GO:0046347,	GO:0006040,GO:1901137,
GO:0046350	P	galactosaminoglycan metabolic process		GO:0006025,GO:0006028,	GO:0030203,
GO:0046351	P	disaccharide biosynthetic process	fbp,otsA,otsB,	GO:0005986,GO:0005992,GO:0042544,GO:0005989,GO:0000024,	GO:0005984,GO:0034637,GO:0009312,
GO:0046352	P	disaccharide catabolic process	ascB,ebgA,lacZ,malQ,melA,treA,treC,treF,	GO:0005995,GO:0005993,GO:0005990,GO:0005987,GO:2000892,GO:0000025,	GO:0009313,GO:0005984,GO:0044275,
GO:0046354	P	mannan biosynthetic process		GO:0070136,	GO:0033692,GO:0010412,
GO:0046355	P	mannan catabolic process			GO:0016998,GO:0010412,GO:0044247,
GO:0046356	P	acetyl-CoA catabolic process		GO:0019681,	GO:1901575,GO:0009109,GO:0044273,GO:0006084,
GO:0046357	P	galactarate biosynthetic process			GO:0019578,GO:0019580,
GO:0046358	P	butyrate biosynthetic process		GO:0044581,	GO:0019605,GO:0051790,
GO:0046359	P	butyrate catabolic process			GO:0019626,GO:0019605,
GO:0046360	P	2-oxobutyrate biosynthetic process			GO:0046361,GO:0051790,
GO:0046361	P	2-oxobutyrate metabolic process		GO:0019606,GO:0046360,	GO:0046459,
GO:0046362	P	ribitol biosynthetic process			GO:0019526,GO:0019349,
GO:0046363	P	ribitol catabolic process		GO:0019488,	GO:0019527,GO:0019349,
GO:0046364	P	monosaccharide biosynthetic process	fbaA,fbp,glpX,gpmA,gutQ,kdsA,kdsB,kdsD,maeA,pck,pckA,ppsA,tpiA,yggF,	GO:0019322,GO:0046399,GO:0033348,GO:0019319,GO:0019294,GO:1901274,GO:0019853,GO:0033481,GO:1901803,	GO:0044283,GO:0005996,GO:0016051,
GO:0046365	P	monosaccharide catabolic process	agp,aldA,alsE,alsK,araA,araB,araC,araD,dhaK,fpr,fruK,fucA,fucI,fucK,fucO,galE,galK,galM,galT,galU,gcd,kdgK,kduD,kduI,lldD,manA,pfkA,pgm,rbsD,rbsK,rhaA,rhaB,rhaD,rhaM,rpe,rpiB,sgbE,sgcE,ulaD,ulaF,ulaG,uxaA,uxaB,uxaC,uxuA,uxuB,xylA,xylB,ygbL,yidR,yihR,yphB,	GO:0019323,GO:1901802,GO:0019320,GO:0006064,GO:0046397,GO:0019854,GO:1901273,	GO:0005996,GO:0044282,GO:0016052,
GO:0046366	P	allose biosynthetic process		GO:0019315,	GO:0019319,GO:0019313,
GO:0046367	P	allose catabolic process	alsE,alsK,rpiB,	GO:0019316,	GO:0019320,GO:0019313,
GO:0046368	P	GDP-L-fucose metabolic process	gmd,	GO:0042350,	GO:0009225,GO:0006793,
GO:0046369	P	galactose biosynthetic process		GO:1901358,	GO:0019319,GO:0006012,
GO:0046370	P	fructose biosynthetic process			GO:0006000,GO:0019319,
GO:0046371	P	dTDP-mannose metabolic process		GO:0019308,	GO:0009225,
GO:0046372	P	D-arabinose metabolic process	fucA,fucI,fucK,	GO:0019571,	GO:0019566,
GO:0046373	P	L-arabinose metabolic process	araA,araB,araD,	GO:0019572,GO:0033357,	GO:0019566,
GO:0046374	P	teichoic acid metabolic process		GO:1902013,GO:0070394,GO:1902015,GO:0019350,GO:1902011,GO:0070393,GO:0070397,	GO:1901135,GO:0043170,
GO:0046375	P	K antigen metabolic process		GO:0009248,	GO:1901135,GO:0044264,
GO:0046376	P	GDP-alpha-D-mannosylchitobiosyldiphosphodolichol metabolic process		GO:0019347,	GO:0006664,GO:0006721,GO:0006644,GO:0006139,
GO:0046377	P	colanic acid metabolic process	cpsB,galE,galU,manA,mcbA,rcsF,ugd,wcaJ,wzb,wzc,ypdI,	GO:0009242,	GO:1901135,GO:0044264,
GO:0046378	P	enterobacterial common antigen metabolic process	rfe,rffC,rffM,rffT,wecB,wecC,wecE,wzyE,wzzE,	GO:0009246,	GO:1901135,GO:0044264,
GO:0046379	P	extracellular polysaccharide metabolic process	rfbB,rfbC,rfbD,rffG,rffH,yjbE,yjbF,yjbG,yjbH,	GO:0045226,GO:0071999,	GO:0044264,
GO:0046380	P	N-acetylneuraminate biosynthetic process			GO:0046394,GO:0006054,GO:0046349,GO:0017000,
GO:0046381	P	CMP-N-acetylneuraminate metabolic process		GO:0006055,	GO:0009225,GO:0006793,
GO:0046382	P	GDP-D-rhamnose metabolic process		GO:0019306,	GO:0009225,GO:0006793,
GO:0046383	P	dTDP-rhamnose metabolic process	rfbB,	GO:0019305,	GO:0009225,
GO:0046384	P	2-deoxyribose 1-phosphate metabolic process		GO:0006018,GO:0006016,	GO:0019692,
GO:0046385	P	deoxyribose phosphate biosynthetic process	dut,nrdD,thyA,tmk,yfbR,	GO:0009265,GO:0006016,GO:0006017,	GO:0090407,GO:0019692,GO:1901137,
GO:0046386	P	deoxyribose phosphate catabolic process	dgt,dut,mazG,	GO:0006018,GO:0009223,GO:0009155,	GO:1901136,GO:0019692,GO:0046434,
GO:0046387	P	deoxyribose 1,5-bisphosphate metabolic process		GO:0006017,	GO:0019692,
GO:0046389	P	deoxyribose 5-phosphate metabolic process		GO:0006019,	GO:0019692,
GO:0046390	P	ribose phosphate biosynthetic process	adk,atpA,atpB,atpC,atpE,coaA,coaD,coaE,cra,cyaA,dfp,eno,fbaA,gapA,glk,gpmA,gpt,guaA,guaB,hexR,hpt,mdh,murR,pdeK,pfkA,pfkB,pgi,pgk,phnN,prkB,prs,purA,purL,purN,purU,pykA,pykF,pyrB,pyrD,pyrG,pyrH,ribF,rpiR,tpiA,udk,yfhH,	GO:0009260,GO:1901280,GO:0006015,	GO:0090407,GO:0019693,GO:1901137,
GO:0046391	P	5-phosphoribose 1-diphosphate metabolic process	phnN,prs,	GO:0006015,	GO:0019693,
GO:0046392	P	galactarate catabolic process	garD,garK,garL,garR,		GO:0019580,GO:0019579,
GO:0046394	P	carboxylic acid biosynthetic process	accA,accB,accC,accD,ackA,acpH,acpP,acpS,acpT,alaA,alaC,alr,argA,argB,argC,argD,argE,argF,argG,argH,argI,aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,asd,asnA,asnB,aspA,aspC,astC,avtA,bioA,bioB,bioC,bioD,bioD1,bioD2,bioF,bioH,birA,carA,carB,cmk,cra,cysE,cysK,cysM,cysZ,dapA,dapB,dapD,dapF,eno,entC,fabA,fabB,fabD,fabG,fabI,fabZ,fau,fbaA,folA,folC,folM,folP,gabT,gapA,gdhA,ggt,glk,glnA,glsA,glsA1,glsA2,glsB,gltB,gltD,glyA,gnsB,gpmA,gutQ,hchA,hemE,hexR,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,ilvA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvL,ilvM,ilvN,ivbL,kdsA,kdsB,kdsD,leuA,leuB,leuC,leuD,lipA,lipB,lpxM,lpxP,lrp,ltaE,luxS,lysA,lysC,lysR,mdh,menF,metB,metE,metF,metH,metL,mioC,mmuP,mtn,mtnN,murR,nadA,nudB,pabA,pabB,pabC,panB,panC,panE,panZ,pfkA,pfkB,pgi,pgk,pheA,proA,proB,proC,pta,purU,puuA,pykA,pykF,rpiR,selA,selD,serA,serB,serC,serS,tdh,thrA,thrB,thrC,tpiA,trpA,trpB,trpC,trpD,trpE,trpGD,tyrA,tyrB,wcaB,ydiB,yfhH,ygfA,yhfS,yieE,ynfK,	GO:0071793,GO:0042121,GO:0008652,GO:0000948,GO:0006065,GO:0019294,GO:0052703,GO:0009396,GO:0042861,GO:0019853,GO:0030213,GO:1900578,GO:0006780,GO:1900818,GO:1900541,GO:0043650,GO:0051479,GO:0046456,GO:0019390,GO:0035499,GO:1901268,GO:0071524,GO:0009686,GO:1902086,GO:0046380,GO:1900870,GO:0072351,GO:0072330,	GO:0019752,GO:0016053,
GO:0046395	P	carboxylic acid catabolic process	abgA,abgB,acnB,acs,adiA,agaI,ansA,ansB,arcC,asnB,astB,astC,atoB,cadA,caiD,dadA,dcyD,decR,dgoA,dgoD,dgoK,dsdA,edd,fadA,fadB,fadD,fadE,fadH,fadI,fadJ,fadM,fixB,frlA,gabD,gabT,gadA,gadB,garD,garK,garL,garR,gcl,gcvH,gcvP,gcvT,ghrB,glcB,glcD,glcE,glcF,glsA,glsA1,glsA2,glsB,glxK,glxR,glyA,gnd,gntK,grcA,gudD,hcaB,hcaC,hcaD,hcaE,hcaF,hdhA,hinT,idnD,idnK,idnO,kdgK,kduD,kduI,ldcC,lgoD,lgoR,lpd,lrp,ltaE,metC,mhpA,mhpB,mhpC,nadC,nagA,nagB,nanA,nanE,nanK,oxc,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaJ,paaK,paaX,paaZ,pflB,poxB,prpB,pta,putA,puuE,rhmD,sad,scpB,sdaA,sdaB,speA,tdcB,tdcD,tdcE,tdcG,tdh,tesB,tnaA,uidA,ulaD,ulaG,uxaA,uxaB,uxaC,uxuA,uxuB,yagE,yagF,yahI,ybcF,ydiR,yfcF,ygeX,yhaM,yhaO,yibF,yidR,yieK,yjhG,yjhH,ykgF,yqeA,yqeF,	GO:0052702,GO:1902085,GO:0030214,GO:1901523,GO:0042862,GO:1900817,GO:0072329,GO:1901267,GO:0042122,GO:0043649,GO:0045487,GO:0097173,GO:0019262,GO:1900577,GO:0019391,GO:0072352,GO:0009063,GO:1900540,GO:0009397,GO:0019854,	GO:0019752,GO:0016054,
GO:0046396	P	D-galacturonate metabolic process	kdgK,kduD,kduI,uxaA,uxaB,uxaC,	GO:0019698,GO:0033482,	GO:0019586,
GO:0046397	P	galacturonate catabolic process	kdgK,kduD,kduI,uxaA,uxaB,uxaC,yidR,	GO:0019698,	GO:0046365,GO:0072329,GO:0019586,
GO:0046398	P	UDP-glucuronate metabolic process		GO:0006065,	GO:0019752,GO:0009225,GO:0006793,
GO:0046399	P	glucuronate biosynthetic process		GO:0042841,	GO:0046364,GO:0072330,GO:0019585,
GO:0046400	P	keto-3-deoxy-D-manno-octulosonic acid metabolic process	gutQ,kdsA,kdsB,kdsD,	GO:0019294,	GO:0019752,GO:0005996,
GO:0046401	P	lipopolysaccharide core region metabolic process	eptA,eptB,eptC,galU,gmhB,lpcA,lpxK,opgE,rfaC,rfaD,rfaF,rfaG,rfaQ,waaB,waaC,waaF,waaG,waaJ,waaL,waaO,waaP,waaQ,waaS,waaU,waaY,waaZ,yeeL,yhbX,yjgX,	GO:0009244,	GO:0009311,
GO:0046402	P	O antigen metabolic process	rffH,	GO:0009243,	GO:0044264,
GO:0046411	P	2-keto-3-deoxygluconate transmembrane transport			GO:0042873,GO:0015749,
GO:0046412	P	phenylmercury acetate metabolic process		GO:0019506,	GO:0042537,GO:0018941,
GO:0046413	P	organomercury catabolic process		GO:0042193,GO:0019506,	GO:1901575,GO:0044248,GO:0018941,
GO:0046414	P	organomercury biosynthetic process		GO:0042192,	GO:1901576,GO:0044249,GO:0018941,
GO:0046415	P	urate metabolic process		GO:0019628,GO:0034418,	GO:0072521,GO:0006082,
GO:0046416	P	D-amino acid metabolic process	alaA,alaC,alr,avtA,dadA,dcyD,dsdA,hinT,	GO:1902114,GO:0033055,GO:0070178,GO:0046436,GO:0033053,GO:0033054,GO:0019478,GO:0046441,GO:0046437,GO:1900831,GO:0046438,GO:0033056,GO:0046419,GO:1900828,	GO:1901605,
GO:0046417	P	chorismate metabolic process	aroA,aroC,aroE,aspC,tyrB,ubiJ,ydiB,	GO:0032150,GO:0019292,GO:0009423,GO:0033585,GO:0033584,GO:0033586,	GO:0043648,
GO:0046418	P	nopaline metabolic process		GO:0019468,	GO:0072350,GO:1901605,GO:0006575,
GO:0046419	P	octopine metabolic process		GO:0019469,	GO:0043648,GO:0046416,GO:0006575,
GO:0046425	P	regulation of JAK-STAT cascade		GO:0046427,GO:0010533,GO:0046426,GO:0033139,GO:0042509,	GO:1904892,
GO:0046426	P	negative regulation of JAK-STAT cascade		GO:0042532,	GO:0046425,GO:1904893,
GO:0046427	P	positive regulation of JAK-STAT cascade		GO:0042531,GO:0010536,	GO:0046425,GO:1904894,
GO:0046430	P	non-phosphorylated glucose metabolic process	gcd,	GO:0019595,	GO:0006006,
GO:0046431	P	(R)-4-hydroxymandelate metabolic process		GO:0019599,	GO:0032787,GO:0018958,
GO:0046432	P	2'-(5''-triphosphoribosyl)-3'-dephospho-CoA metabolic process		GO:0019361,	GO:0006732,GO:0009150,GO:0009167,
GO:0046433	P	2-aminoethylphosphonate metabolic process		GO:0019635,	GO:1901160,GO:0006793,
GO:0046434	P	organophosphate catabolic process	appA,cdh,cpdB,cra,deoB,deoC,dgt,dut,eno,fbaA,gapA,glk,glpA,glpB,glpC,glpD,gpmA,hexR,mazG,mdh,murR,nagD,nudC,pfkA,pfkB,pgi,pgk,phnG,phnH,phnI,phnJ,phnK,phnL,phnM,phnP,pykA,pykF,rdgB,rpiR,suhB,surE,tpiA,udp,umpG,umpH,ushA,yfhH,	GO:1901854,GO:0052864,GO:1901279,GO:0071545,GO:0032361,GO:0032325,GO:0019700,GO:0046386,GO:0009395,GO:0046168,GO:1901284,GO:1901292,GO:2001059,GO:0019683,GO:0042358,GO:0042397,GO:0035975,GO:0019339,	GO:1901575,GO:0019637,
GO:0046435	P	3-(3-hydroxy)phenylpropionate metabolic process	mhpA,mhpB,mhpC,	GO:0019622,	GO:1901360,GO:0032787,GO:0006725,GO:0006066,
GO:0046436	P	D-alanine metabolic process	alaA,alaC,alr,avtA,dadA,hinT,	GO:0055130,GO:0030632,	GO:0046416,GO:0046144,
GO:0046437	P	D-amino acid biosynthetic process	alaA,alaC,alr,avtA,	GO:1900830,GO:1900833,GO:0070179,GO:0030632,	GO:0046416,GO:1901607,
GO:0046438	P	D-cysteine metabolic process	dcyD,	GO:0019447,	GO:0006534,GO:0046416,
GO:0046439	P	L-cysteine metabolic process	metC,metK,	GO:0033353,GO:0019448,	GO:0006534,
GO:0046440	P	L-lysine metabolic process		GO:0019477,	GO:0006553,GO:0017144,
GO:0046441	P	D-lysine metabolic process		GO:0019476,	GO:0006553,GO:0046416,
GO:0046442	P	aerobactin metabolic process		GO:0019270,	GO:0072350,GO:0006575,GO:0009237,
GO:0046443	P	FAD metabolic process		GO:0006747,	GO:0072387,
GO:0046444	P	FMN metabolic process	ribF,	GO:0032363,GO:0009398,	GO:0006732,GO:0009161,GO:0009259,GO:0042726,
GO:0046445	P	benzyl isoquinoline alkaloid metabolic process		GO:0009708,GO:0035832,GO:1901010,	GO:0033076,
GO:0046446	P	purine alkaloid metabolic process		GO:0009711,	GO:0072521,GO:0009820,
GO:0046447	P	terpenoid indole alkaloid metabolic process		GO:1900986,GO:1900983,GO:0009709,GO:0035836,	GO:0035834,
GO:0046448	P	tropane alkaloid metabolic process		GO:1901870,GO:0050783,GO:0009710,GO:1901867,GO:1900989,	GO:1901360,GO:0046483,GO:0009820,
GO:0046449	P	creatinine metabolic process		GO:0006602,	GO:1901360,GO:0072338,GO:1901564,
GO:0046450	P	dethiobiotin metabolic process		GO:0019351,	GO:1901360,GO:0032787,GO:0043603,GO:0046483,GO:1901564,
GO:0046451	P	diaminopimelate metabolic process	argD,asd,dapA,dapB,dapD,dapF,lysA,lysC,lysR,metL,serC,thrA,	GO:0009089,GO:0019877,	GO:0043648,GO:0006520,
