# From GOs_lib_files/regulons_in_gos_v5.pl on Mon Jun 15 17:12:05 2020
# Input = GUs_Regulon10.6.3_groups_complex_regulons/Regulon10.6.3_network_complex_regulons.txt
# GOs_lib_files/gene_gos.txt
# GOs_lib_files/go_uniq_levels_extended.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
FNR_Fis_FlhDC_IHF_NarL_NarP_NsrR	GO:0022900	4	7	4	0.57	electron transport chain
FNR_Fis_FlhDC_IHF_NarL_NarP_NsrR	GO:0022904	5	7	4	0.57	respiratory electron transport chain
FNR_Fis_FlhDC_IHF_NarL_NarP_NsrR	GO:0019645	6	7	4	0.57	anaerobic electron transport chain
FNR_Fis_FlhDC_IHF_NarL_NarP_NsrR	GO:0055114	3	7	4	0.57	oxidation-reduction process
FNR_Fis_FlhDC_IHF_NarL_NarP_NsrR	GO:0006807	3	7	2	0.29	nitrogen compound metabolic process
FNR_Fis_IHF_ModE_NarL	GO:0008152	2	3	3	1.00	metabolic process
FNR_Fis_IHF_ModE_NarL	GO:0044237	3	3	2	0.67	cellular metabolic process
FNR_Fis_IHF_ModE_NarL	GO:0006091	4	3	2	0.67	generation of precursor metabolites and energy
FNR_Fis_IHF_ModE_NarL	GO:0022900	4	3	2	0.67	electron transport chain
FNR_Fis_IHF_ModE_NarL	GO:0022904	5	3	1	0.33	respiratory electron transport chain
FNR_Fis_IHF_ModE_NarL	GO:0019645	6	3	1	0.33	anaerobic electron transport chain
FNR_Fis_IHF_ModE_NarL	GO:0055114	3	3	3	1.00	oxidation-reduction process
FNR_Fis_IHF_NarL_RstA	GO:0008152	2	4	3	0.75	metabolic process
FNR_Fis_IHF_NarL_RstA	GO:0044237	3	4	3	0.75	cellular metabolic process
FNR_Fis_IHF_NarL_RstA	GO:0006091	4	4	3	0.75	generation of precursor metabolites and energy
FNR_Fis_IHF_NarL_RstA	GO:0022900	4	4	3	0.75	electron transport chain
FNR_Fis_IHF_NarL_RstA	GO:0022904	5	4	1	0.25	respiratory electron transport chain
FNR_Fis_IHF_NarL_RstA	GO:0019645	6	4	1	0.25	anaerobic electron transport chain
FNR_Fis_IHF_NarL_RstA	GO:0055114	3	4	3	0.75	oxidation-reduction process
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0008152	2	7	5	0.71	metabolic process
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0009058	3	7	1	0.14	biosynthetic process
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0044249	4	7	1	0.14	cellular biosynthetic process
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0051188	5	7	1	0.14	cofactor biosynthetic process
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0009108	6	7	1	0.14	coenzyme biosynthetic process
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0006777	7	7	1	0.14	Mo-molybdopterin cofactor biosynthetic process
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0044237	3	7	2	0.29	cellular metabolic process
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0006091	4	7	2	0.29	generation of precursor metabolites and energy
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0022900	4	7	2	0.29	electron transport chain
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0055114	3	7	5	0.71	oxidation-reduction process
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0050896	2	7	1	0.14	response to stimulus
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0006950	3	7	1	0.14	response to stress
FNR_FlhDC_IscR_ModE_NarL_NarP	GO:0006979	4	7	1	0.14	response to oxidative stress
FNR_FlhDC_ModE_NarL_NarP	GO:0008152	2	8	2	0.25	metabolic process
FNR_FlhDC_ModE_NarL_NarP	GO:0055114	3	8	2	0.25	oxidation-reduction process
FNR_Fur	GO:0008152	2	2	2	1.00	metabolic process
FNR_Fur	GO:0009058	3	2	1	0.50	biosynthetic process
FNR_Fur	GO:0044238	3	2	1	0.50	primary metabolic process
FNR_Fur	GO:0006520	4	2	1	0.50	cellular amino acid metabolic process
FNR_Fur	GO:0006807	3	2	1	0.50	nitrogen compound metabolic process
FNR_Fur_GadX_NtrC	GO:0019740	2	2	1	0.50	nitrogen utilization
FNR_Fur_H-NS	GO:0008152	2	4	3	0.75	metabolic process
FNR_Fur_H-NS	GO:0071704	3	4	1	0.25	organic substance metabolic process
FNR_Fur_H-NS	GO:1901135	4	4	1	0.25	carbohydrate derivative metabolic process
FNR_Fur_H-NS	GO:1901137	5	4	1	0.25	carbohydrate derivative biosynthetic process
FNR_Fur_H-NS	GO:0009103	6	4	1	0.25	lipopolysaccharide biosynthetic process
FNR_Fur_H-NS	GO:0006629	4	4	1	0.25	lipid metabolic process
FNR_Fur_H-NS	GO:0044255	4	4	1	0.25	cellular lipid metabolic process
FNR_Fur_H-NS	GO:0008653	5	4	1	0.25	lipopolysaccharide metabolic process
FNR_Fur_H-NS	GO:0008610	5	4	1	0.25	lipid biosynthetic process
FNR_Fur_H-NS	GO:0009058	3	4	2	0.50	biosynthetic process
FNR_Fur_H-NS	GO:0044249	4	4	1	0.25	cellular biosynthetic process
FNR_Fur_H-NS	GO:0051188	5	4	1	0.25	cofactor biosynthetic process
FNR_Fur_H-NS	GO:0019290	5	4	1	0.25	siderophore biosynthetic process
FNR_Fur_H-NS	GO:0044550	4	4	2	0.50	secondary metabolite biosynthetic process
FNR_Fur_H-NS	GO:0044237	3	4	2	0.50	cellular metabolic process
FNR_Fur_H-NS	GO:0006793	4	4	1	0.25	phosphorus metabolic process
FNR_Fur_H-NS	GO:0006796	5	4	1	0.25	phosphate-containing compound metabolic process
FNR_Fur_H-NS	GO:0016310	6	4	1	0.25	phosphorylation
FNR_Fur_H-NS	GO:0006468	7	4	1	0.25	protein phosphorylation
FNR_Fur_H-NS	GO:0018108	8	4	1	0.25	peptidyl-tyrosine phosphorylation
FNR_Fur_H-NS	GO:0044238	3	4	1	0.25	primary metabolic process
FNR_Fur_NagC	GO:0050896	2	2	2	1.00	response to stimulus
FNR_Fur_NagC	GO:0006950	3	2	2	1.00	response to stress
FNR_Fur_NagC	GO:0033554	4	2	2	1.00	cellular response to stress
FNR_Fur_NagC	GO:0006974	5	2	2	1.00	cellular response to DNA damage stimulus
FNR_H-NS_NrdR	GO:0008152	2	2	2	1.00	metabolic process
FNR_H-NS_NrdR	GO:0071704	3	2	1	0.50	organic substance metabolic process
FNR_H-NS_NrdR	GO:1901135	4	2	1	0.50	carbohydrate derivative metabolic process
FNR_H-NS_NrdR	GO:1901137	5	2	1	0.50	carbohydrate derivative biosynthetic process
FNR_H-NS_NrdR	GO:0009263	6	2	1	0.50	deoxyribonucleotide biosynthetic process
FNR_H-NS_NrdR	GO:0009265	7	2	1	0.50	2'-deoxyribonucleotide biosynthetic process
FNR_H-NS_NrdR	GO:0044237	3	2	2	1.00	cellular metabolic process
FNR_H-NS_NrdR	GO:0006793	4	2	1	0.50	phosphorus metabolic process
FNR_H-NS_NrdR	GO:0006796	5	2	1	0.50	phosphate-containing compound metabolic process
FNR_H-NS_NrdR	GO:0006753	6	2	1	0.50	nucleoside phosphate metabolic process
FNR_H-NS_NrdR	GO:0009117	7	2	1	0.50	nucleotide metabolic process
FNR_H-NS_NrdR	GO:0009165	8	2	1	0.50	nucleotide biosynthetic process
FNR_H-NS_NrdR	GO:0006725	4	2	2	1.00	cellular aromatic compound metabolic process
FNR_H-NS_NrdR	GO:0006139	4	2	2	1.00	nucleobase-containing compound metabolic process
FNR_H-NS_NrdR	GO:0055086	5	2	2	1.00	nucleobase-containing small molecule metabolic process
FNR_H-NS_NrdR	GO:0015949	6	2	2	1.00	nucleobase-containing small molecule interconversion
FNR_H-NS_NrdR	GO:0055114	3	2	2	1.00	oxidation-reduction process
FNR_H-NS_NrdR	GO:0044238	3	2	2	1.00	primary metabolic process
FNR_IHF_NarL_NarP_NorR	GO:0008152	2	2	2	1.00	metabolic process
FNR_IHF_NarL_NarP_NorR	GO:0044237	3	2	1	0.50	cellular metabolic process
FNR_IHF_NarL_NarP_NorR	GO:0006091	4	2	1	0.50	generation of precursor metabolites and energy
FNR_IHF_NarL_NarP_NorR	GO:0022900	4	2	1	0.50	electron transport chain
FNR_IHF_NarL_NarP_NorR	GO:0055114	3	2	2	1.00	oxidation-reduction process
FNR_IHF_NarL_NarP_NorR	GO:0050896	2	2	2	1.00	response to stimulus
FNR_IHF_NarL_NarP_NorR	GO:0006950	3	2	2	1.00	response to stress
FNR_IHF_NarL_NarP_NorR	GO:0006979	4	2	2	1.00	response to oxidative stress
FNR_IHF_NarL_NarP_NorR	GO:0034599	5	2	1	0.50	cellular response to oxidative stress
FNR_IHF_NarL_NarP_NorR	GO:0034614	6	2	1	0.50	cellular response to reactive oxygen species
FNR_IHF_NarL_NarP_NorR	GO:0071732	7	2	1	0.50	cellular response to nitric oxide
FNR_IHF_NarL_NarP_NorR	GO:0000302	5	2	2	1.00	response to reactive oxygen species
FNR_IHF_NarL_NarP_NorR	GO:0071731	6	2	2	1.00	response to nitric oxide
FNR_IHF_PhoB	GO:0050896	2	5	3	0.60	response to stimulus
FNR_IHF_PhoB	GO:0006950	3	5	3	0.60	response to stress
FNR_IHF_PhoB	GO:0033554	4	5	3	0.60	cellular response to stress
FNR_IHF_PhoB	GO:0009267	5	5	1	0.20	cellular response to starvation
FNR_IHF_PhoB	GO:0016036	6	5	1	0.20	cellular response to phosphate starvation
FNR_IHF_PhoB	GO:0034605	5	5	1	0.20	cellular response to heat
FNR_IHF_PhoB	GO:0006974	5	5	2	0.40	cellular response to DNA damage stimulus
FNR_IHF_PhoB	GO:0009408	4	5	1	0.20	response to heat
FNR_IHF_PhoB	GO:0042594	4	5	1	0.20	response to starvation
FNR_MalT	GO:0008152	2	2	2	1.00	metabolic process
FNR_MalT	GO:0071704	3	2	2	1.00	organic substance metabolic process
FNR_MalT	GO:0005975	4	2	2	1.00	carbohydrate metabolic process
FNR_MalT	GO:0016052	5	2	1	0.50	carbohydrate catabolic process
FNR_MalT	GO:0000272	6	2	1	0.50	polysaccharide catabolic process
FNR_MalT	GO:0009251	7	2	1	0.50	glucan catabolic process
FNR_MalT	GO:0005980	8	2	1	0.50	glycogen catabolic process
FNR_MalT	GO:0030980	8	2	1	0.50	alpha-glucan catabolic process
FNR_MalT	GO:0005976	5	2	1	0.50	polysaccharide metabolic process
FNR_MalT	GO:0044238	3	2	2	1.00	primary metabolic process
FNR_ModE	GO:0008152	2	2	1	0.50	metabolic process
FNR_ModE	GO:0044237	3	2	1	0.50	cellular metabolic process
FNR_ModE	GO:0006793	4	2	1	0.50	phosphorus metabolic process
FNR_ModE	GO:0006796	5	2	1	0.50	phosphate-containing compound metabolic process
FNR_ModE	GO:0016310	6	2	1	0.50	phosphorylation
FNR_ModE	GO:0006468	7	2	1	0.50	protein phosphorylation
FNR_ModE	GO:0018106	8	2	1	0.50	peptidyl-histidine phosphorylation
FNR_ModE	GO:0046777	8	2	1	0.50	protein autophosphorylation
FNR_ModE	GO:0023014	8	2	1	0.50	signal transduction by protein phosphorylation
FNR_ModE	GO:0016311	6	2	1	0.50	dephosphorylation
FNR_ModE	GO:0006470	7	2	1	0.50	protein dephosphorylation
FNR_ModE	GO:0050896	2	2	1	0.50	response to stimulus
FNR_ModE	GO:0006950	3	2	1	0.50	response to stress
FNR_ModE	GO:0033554	4	2	1	0.50	cellular response to stress
FNR_ModE	GO:0006974	5	2	1	0.50	cellular response to DNA damage stimulus
FNR_NarL	GO:0008152	2	6	5	0.83	metabolic process
FNR_NarL	GO:0044237	3	6	4	0.67	cellular metabolic process
FNR_NarL	GO:0006793	4	6	1	0.17	phosphorus metabolic process
FNR_NarL	GO:0006796	5	6	1	0.17	phosphate-containing compound metabolic process
FNR_NarL	GO:0016310	6	6	1	0.17	phosphorylation
FNR_NarL	GO:0006468	7	6	1	0.17	protein phosphorylation
FNR_NarL	GO:0018106	8	6	1	0.17	peptidyl-histidine phosphorylation
FNR_NarL	GO:0023014	8	6	1	0.17	signal transduction by protein phosphorylation
FNR_NarL	GO:0006091	4	6	3	0.50	generation of precursor metabolites and energy
FNR_NarL	GO:0022900	4	6	3	0.50	electron transport chain
FNR_NarL	GO:0022904	5	6	1	0.17	respiratory electron transport chain
FNR_NarL	GO:0019645	6	6	1	0.17	anaerobic electron transport chain
FNR_NarL	GO:0055114	3	6	4	0.67	oxidation-reduction process
FNR_NarL_NarP	GO:0008152	2	5	5	1.00	metabolic process
FNR_NarL_NarP	GO:0044237	3	5	5	1.00	cellular metabolic process
FNR_NarL_NarP	GO:0006091	4	5	5	1.00	generation of precursor metabolites and energy
FNR_NarL_NarP	GO:0022900	4	5	5	1.00	electron transport chain
FNR_NarL_NarP	GO:0022904	5	5	2	0.40	respiratory electron transport chain
FNR_NarL_NarP	GO:0055114	3	5	5	1.00	oxidation-reduction process
FNR_NarL_NarP	GO:0015944	4	5	3	0.60	formate oxidation
FNR_NarL_NarP_NsrR_OxyR	GO:0008152	2	2	2	1.00	metabolic process
FNR_NarL_NarP_NsrR_OxyR	GO:0044237	3	2	1	0.50	cellular metabolic process
FNR_NarL_NarP_NsrR_OxyR	GO:0006091	4	2	1	0.50	generation of precursor metabolites and energy
FNR_NarL_NarP_NsrR_OxyR	GO:0022900	4	2	1	0.50	electron transport chain
FNR_NarL_NarP_NsrR_OxyR	GO:0055114	3	2	2	1.00	oxidation-reduction process
FNR_NarL_NarP_NsrR_OxyR	GO:0006807	3	2	1	0.50	nitrogen compound metabolic process
FNR_NarL_NarP_NsrR_OxyR	GO:0050896	2	2	1	0.50	response to stimulus
FNR_NarL_NarP_NsrR_OxyR	GO:0006950	3	2	1	0.50	response to stress
FNR_NarL_NarP_NsrR_OxyR	GO:0006979	4	2	1	0.50	response to oxidative stress
FNR_NarL_NarP_NsrR_OxyR	GO:0000302	5	2	1	0.50	response to reactive oxygen species
FNR_NarL_NarP_NsrR_OxyR	GO:0042542	6	2	1	0.50	response to hydrogen peroxide
FNR_NarL_NikR	GO:0050896	2	6	1	0.17	response to stimulus
FNR_NarL_NikR	GO:0006950	3	6	1	0.17	response to stress
FNR_NarL_NikR	GO:0033554	4	6	1	0.17	cellular response to stress
FNR_NarL_NikR	GO:0006974	5	6	1	0.17	cellular response to DNA damage stimulus
FNR_PurR	GO:0008152	2	2	2	1.00	metabolic process
FNR_PurR	GO:0009058	3	2	1	0.50	biosynthetic process
FNR_PurR	GO:0044237	3	2	2	1.00	cellular metabolic process
FNR_PurR	GO:0006793	4	2	2	1.00	phosphorus metabolic process
FNR_PurR	GO:0006796	5	2	2	1.00	phosphate-containing compound metabolic process
FNR_PurR	GO:0006753	6	2	2	1.00	nucleoside phosphate metabolic process
FNR_PurR	GO:0009117	7	2	2	1.00	nucleotide metabolic process
FNR_PurR	GO:0006163	8	2	2	1.00	purine nucleotide metabolic process
FNR_PurR	GO:0006164	9	2	2	1.00	purine nucleotide biosynthetic process
FNR_PurR	GO:0009152	10	2	2	1.00	purine ribonucleotide biosynthetic process
FNR_PurR	GO:0006188	11	2	2	1.00	IMP biosynthetic process
FNR_PurR	GO:0006189	12	2	2	1.00	'de novo' IMP biosynthetic process
FNR_PurR	GO:0009165	8	2	2	1.00	nucleotide biosynthetic process
FNR_PurR	GO:0006725	4	2	2	1.00	cellular aromatic compound metabolic process
FNR_PurR	GO:0006139	4	2	2	1.00	nucleobase-containing compound metabolic process
FNR_PurR	GO:0055086	5	2	2	1.00	nucleobase-containing small molecule metabolic process
FNR_PurR	GO:0044238	3	2	2	1.00	primary metabolic process
FNR_PurR	GO:0050896	2	2	1	0.50	response to stimulus
FNR_PurR	GO:0006950	3	2	1	0.50	response to stress
FNR_PurR	GO:0033554	4	2	1	0.50	cellular response to stress
FNR_PurR	GO:0006974	5	2	1	0.50	cellular response to DNA damage stimulus
FabR_FadR	GO:0008152	2	2	2	1.00	metabolic process
FabR_FadR	GO:0071704	3	2	2	1.00	organic substance metabolic process
FabR_FadR	GO:0006629	4	2	2	1.00	lipid metabolic process
FabR_FadR	GO:0044255	4	2	2	1.00	cellular lipid metabolic process
FabR_FadR	GO:0006631	5	2	2	1.00	fatty acid metabolic process
FabR_FadR	GO:0006633	6	2	2	1.00	fatty acid biosynthetic process
FabR_FadR	GO:0008610	5	2	2	1.00	lipid biosynthetic process
FabR_FadR	GO:0044237	3	2	2	1.00	cellular metabolic process
FabR_FadR	GO:0044238	3	2	2	1.00	primary metabolic process
FadR	GO:0008152	2	8	8	1.00	metabolic process
FadR	GO:0071704	3	8	8	1.00	organic substance metabolic process
FadR	GO:0006629	4	8	8	1.00	lipid metabolic process
FadR	GO:0044255	4	8	8	1.00	cellular lipid metabolic process
FadR	GO:0006631	5	8	8	1.00	fatty acid metabolic process
FadR	GO:0006633	6	8	6	0.75	fatty acid biosynthetic process
FadR	GO:0030497	7	8	2	0.25	fatty acid elongation
FadR	GO:0042759	7	8	2	0.25	long-chain fatty acid biosynthetic process
FadR	GO:0001676	6	8	2	0.25	long-chain fatty acid metabolic process
FadR	GO:0009062	6	8	1	0.12	fatty acid catabolic process
FadR	GO:0006635	7	8	1	0.12	fatty acid beta-oxidation
FadR	GO:0019395	6	8	2	0.25	fatty acid oxidation
FadR	GO:0008610	5	8	6	0.75	lipid biosynthetic process
FadR	GO:0009058	3	8	2	0.25	biosynthetic process
FadR	GO:0044249	4	8	2	0.25	cellular biosynthetic process
FadR	GO:0051188	5	8	2	0.25	cofactor biosynthetic process
FadR	GO:0009108	6	8	2	0.25	coenzyme biosynthetic process
FadR	GO:0009102	6	8	2	0.25	biotin biosynthetic process
FadR	GO:0044237	3	8	8	1.00	cellular metabolic process
FadR	GO:0006790	4	8	2	0.25	sulfur compound metabolic process
FadR	GO:0006768	5	8	2	0.25	biotin metabolic process
FadR	GO:0055114	3	8	2	0.25	oxidation-reduction process
FadR	GO:0044238	3	8	8	1.00	primary metabolic process
FhlA_IHF_ModE_NsrR	GO:0008152	2	8	7	0.88	metabolic process
FhlA_IHF_ModE_NsrR	GO:0044237	3	8	1	0.12	cellular metabolic process
FhlA_IHF_ModE_NsrR	GO:0006091	4	8	1	0.12	generation of precursor metabolites and energy
FhlA_IHF_ModE_NsrR	GO:0022900	4	8	1	0.12	electron transport chain
FhlA_IHF_ModE_NsrR	GO:0022904	5	8	1	0.12	respiratory electron transport chain
FhlA_IHF_ModE_NsrR	GO:0042773	6	8	1	0.12	ATP synthesis coupled electron transport
FhlA_IHF_ModE_NsrR	GO:0055114	3	8	6	0.75	oxidation-reduction process
FhlA_IHF_ModE_NsrR	GO:0044238	3	8	1	0.12	primary metabolic process
FhlA_IHF_ModE_NsrR	GO:0019538	4	8	1	0.12	protein metabolic process
FhlA_IHF_ModE_NsrR	GO:0051604	5	8	1	0.12	protein maturation
FhlA_IHF_ModE_NsrR	GO:0016485	6	8	1	0.12	protein processing
FhlA_IHF_ModE_NsrR	GO:0006508	5	8	1	0.12	proteolysis
Fis	GO:0008152	2	12	6	0.50	metabolic process
Fis	GO:0009058	3	12	2	0.17	biosynthetic process
Fis	GO:0044249	4	12	2	0.17	cellular biosynthetic process
Fis	GO:0044271	5	12	1	0.08	cellular nitrogen compound biosynthetic process
Fis	GO:0033014	6	12	1	0.08	tetrapyrrole biosynthetic process
Fis	GO:0006779	6	12	1	0.08	porphyrin-containing compound biosynthetic process
Fis	GO:0051188	5	12	2	0.17	cofactor biosynthetic process
Fis	GO:0009108	6	12	1	0.08	coenzyme biosynthetic process
Fis	GO:0042823	7	12	1	0.08	pyridoxal phosphate biosynthetic process
Fis	GO:0008615	6	12	1	0.08	pyridoxine biosynthetic process
Fis	GO:0032259	3	12	2	0.17	methylation
Fis	GO:0044237	3	12	3	0.25	cellular metabolic process
Fis	GO:0006725	4	12	1	0.08	cellular aromatic compound metabolic process
Fis	GO:0006139	4	12	1	0.08	nucleobase-containing compound metabolic process
Fis	GO:0055086	5	12	1	0.08	nucleobase-containing small molecule metabolic process
Fis	GO:0015949	6	12	1	0.08	nucleobase-containing small molecule interconversion
Fis	GO:0055114	3	12	2	0.17	oxidation-reduction process
Fis	GO:0044238	3	12	1	0.08	primary metabolic process
Fis	GO:0050896	2	12	1	0.08	response to stimulus
Fis	GO:0006950	3	12	1	0.08	response to stress
Fis	GO:0006979	4	12	1	0.08	response to oxidative stress
Fis	GO:0034599	5	12	1	0.08	cellular response to oxidative stress
FlhDC	GO:0008152	2	34	2	0.06	metabolic process
FlhDC	GO:0071704	3	34	1	0.03	organic substance metabolic process
FlhDC	GO:0005975	4	34	1	0.03	carbohydrate metabolic process
FlhDC	GO:0044237	3	34	1	0.03	cellular metabolic process
FlhDC	GO:0006793	4	34	1	0.03	phosphorus metabolic process
FlhDC	GO:0006796	5	34	1	0.03	phosphate-containing compound metabolic process
FlhDC	GO:0016310	6	34	1	0.03	phosphorylation
FlhDC	GO:0044238	3	34	1	0.03	primary metabolic process
FlhDC	GO:0050896	2	34	3	0.09	response to stimulus
FlhDC	GO:0006950	3	34	3	0.09	response to stress
FlhDC	GO:0033554	4	34	2	0.06	cellular response to stress
FlhDC	GO:0006974	5	34	2	0.06	cellular response to DNA damage stimulus
FlhDC	GO:0006281	6	34	1	0.03	DNA repair
FlhDC	GO:0000725	7	34	1	0.03	recombinational repair
FlhDC	GO:0000724	8	34	1	0.03	double-strand break repair via homologous recombination
FlhDC	GO:0006302	7	34	1	0.03	double-strand break repair
FlhDC	GO:0006970	4	34	1	0.03	response to osmotic stress
FlhDC	GO:0022610	2	34	1	0.03	biological adhesion
FlhDC	GO:0007155	3	34	1	0.03	cell adhesion
Fur	GO:0008152	2	14	2	0.14	metabolic process
Fur	GO:0071704	3	14	1	0.07	organic substance metabolic process
Fur	GO:0005975	4	14	1	0.07	carbohydrate metabolic process
Fur	GO:0016052	5	14	1	0.07	carbohydrate catabolic process
Fur	GO:0006096	5	14	1	0.07	glycolytic process
Fur	GO:0005996	5	14	1	0.07	monosaccharide metabolic process
Fur	GO:0019318	6	14	1	0.07	hexose metabolic process
Fur	GO:0006006	7	14	1	0.07	glucose metabolic process
Fur	GO:0006094	8	14	1	0.07	gluconeogenesis
Fur	GO:0044237	3	14	2	0.14	cellular metabolic process
Fur	GO:0006790	4	14	1	0.07	sulfur compound metabolic process
Fur	GO:0000096	5	14	1	0.07	sulfur amino acid metabolic process
Fur	GO:0006555	6	14	1	0.07	methionine metabolic process
Fur	GO:0009086	7	14	1	0.07	methionine biosynthetic process
Fur	GO:0006793	4	14	1	0.07	phosphorus metabolic process
Fur	GO:0006796	5	14	1	0.07	phosphate-containing compound metabolic process
Fur	GO:0006753	6	14	1	0.07	nucleoside phosphate metabolic process
Fur	GO:0009132	7	14	1	0.07	nucleoside diphosphate metabolic process
Fur	GO:0006165	8	14	1	0.07	nucleoside diphosphate phosphorylation
Fur	GO:0006757	4	14	1	0.07	ATP generation from ADP
Fur	GO:0009117	7	14	1	0.07	nucleotide metabolic process
Fur	GO:0006725	4	14	1	0.07	cellular aromatic compound metabolic process
Fur	GO:0006139	4	14	1	0.07	nucleobase-containing compound metabolic process
Fur	GO:0055086	5	14	1	0.07	nucleobase-containing small molecule metabolic process
Fur	GO:0006091	4	14	1	0.07	generation of precursor metabolites and energy
Fur	GO:0044238	3	14	2	0.14	primary metabolic process
Fur	GO:0006520	4	14	1	0.07	cellular amino acid metabolic process
Fur	GO:0008652	5	14	1	0.07	cellular amino acid biosynthetic process
Fur	GO:0046034	3	14	1	0.07	ATP metabolic process
Fur	GO:0050896	2	14	1	0.07	response to stimulus
Fur	GO:0006950	3	14	1	0.07	response to stress
Fur	GO:0033554	4	14	1	0.07	cellular response to stress
Fur	GO:0006974	5	14	1	0.07	cellular response to DNA damage stimulus
Fur_H-NS_SlyA	GO:0008152	2	12	1	0.08	metabolic process
Fur_H-NS_SlyA	GO:0044238	3	12	1	0.08	primary metabolic process
Fur_H-NS_SlyA	GO:0019538	4	12	1	0.08	protein metabolic process
Fur_H-NS_SlyA	GO:0051604	5	12	1	0.08	protein maturation
Fur_H-NS_SlyA	GO:0016485	6	12	1	0.08	protein processing
Fur_H-NS_SlyA	GO:0006465	7	12	1	0.08	signal peptide processing
Fur_H-NS_SlyA	GO:0006508	5	12	1	0.08	proteolysis
Fur_IHF_IscR_NsrR_OxyR	GO:0008152	2	6	6	1.00	metabolic process
Fur_IHF_IscR_NsrR_OxyR	GO:0009058	3	6	6	1.00	biosynthetic process
Fur_IHF_IscR_NsrR_OxyR	GO:0044249	4	6	6	1.00	cellular biosynthetic process
Fur_IHF_IscR_NsrR_OxyR	GO:0051188	5	6	6	1.00	cofactor biosynthetic process
Fur_IHF_IscR_NsrR_OxyR	GO:0016226	5	6	6	1.00	iron-sulfur cluster assembly
Fur_IHF_IscR_NsrR_OxyR	GO:0044237	3	6	6	1.00	cellular metabolic process
Fur_IHF_IscR_NsrR_OxyR	GO:0006790	4	6	6	1.00	sulfur compound metabolic process
Fur_IHF_IscR_NsrR_OxyR	GO:0031162	5	6	2	0.33	sulfur incorporation into metallo-sulfur cluster
Fur_IHF_IscR_NsrR_OxyR	GO:0000096	5	6	1	0.17	sulfur amino acid metabolic process
Fur_IHF_IscR_NsrR_OxyR	GO:0006534	6	6	1	0.17	cysteine metabolic process
Fur_IHF_IscR_NsrR_OxyR	GO:0001887	4	6	1	0.17	selenium compound metabolic process
Fur_IHF_IscR_NsrR_OxyR	GO:0044238	3	6	2	0.33	primary metabolic process
Fur_IHF_IscR_NsrR_OxyR	GO:0006520	4	6	1	0.17	cellular amino acid metabolic process
Fur_IHF_IscR_NsrR_OxyR	GO:0019538	4	6	1	0.17	protein metabolic process
Fur_IHF_IscR_NsrR_OxyR	GO:0051604	5	6	1	0.17	protein maturation
Fur_IHF_IscR_NsrR_OxyR	GO:0097428	6	6	1	0.17	protein maturation by iron-sulfur cluster transfer
Fur_IHF_IscR_NsrR_OxyR	GO:0050896	2	6	3	0.50	response to stimulus
